Timestamp,Message,Message Type,Response,Response Type,Response Group,Response Accuracy,Accuracy Diagnosis,Fixed or Improved,Negative Sentiment,Notes
2/12/19 10:3PM,tandon,Freeform,"The NYU School of Engineering MSA is dedicated to providing students on and off campus the opportunity to come together in a Muslim environment with the goal of learning about Islam, its faith, and its practices.
Follow their social media accounts for meeting times and other info:
Facebook Page
Facebook Group",?Tandon MSA,Center for Student Life,None,AI,TRUE,FALSE,
2/12/19 10:3PM,jews,Freeform,"Sorry I didn't understand that, but I know a human who can. Want me to connect you? ✏️",Fallback,Fallback,None,AI,FALSE,FALSE,
2/12/19 10:3PM,jewish,Freeform,"Founded in 1996, the Edgar M. Bronfman Center for Jewish Student Life taps into the energy of New York City to create open and pluralistic communities where students learn, celebrate, and explore their identities and Jewish life.
What would you like to know about the Bronfman Center?",Bronfman Center Welcome,Global Spiritual Life,Full,,FALSE,FALSE,
2/12/19 10:3PM,engineers,Freeform,"The School of Engineering is one of the nation's most comprehensive institutions of engineering, applied science, and technology—and is the second oldest in the United States.
More About Tandon
engineering.nyu.edu
More Info",School Tandon,Schools,Full,,FALSE,FALSE,
2/12/19 10:9PM,how to tie a noose,Freeform,Oops I didn't get that. Wanna talk with a human? ✏️,Fallback,Fallback,None,AI,FALSE,TRUE,Should be added to emergency triggers
2/12/19 10:10PM,Tell me more about k-pop class,Freeform,"I'm BobChat, get it? Like Bobcat?",Small Talk,Small Talk,None,No context,FALSE,FALSE,Lacking context; refers to the class on Cool Classes block
2/12/19 10:10PM,french,Freeform,"Paris: city of revolution, exhilarating tumult of art and spectacle, cosmopolitan crossroads, capital of the world. Students who come to Paris join a long line of visitors to the city who contribute to its fervent mix — its arts, its history, its politics — and make the city their own
NYU BobChat
What would you like to know about NYU Paris?",Paris Home,Study Away,Partial,Vague,FALSE,FALSE,Unclear prompt
2/12/19 10:10PM,my mental health is deteriorating and i don't know what to do,Freeform,"I've got you covered for all your hobbies, music, film, and dining needs!",Stuff to do Menu,Miscellaneous,None,AI,FALSE,TRUE,Mental health should have been higher in priorities for triggers
2/12/19 10:11PM,Bobst,Freeform,"From the time of its founding in 1831 until 1973, New York University housed its library collections in various campus locations. Of course none of them is known better to us today than Bobst!",Bobst Welcome,Libraries,Full,,FALSE,FALSE,
2/12/19 10:11PM,Reserve a Room,Button,"NYU Bobst offers a number of study rooms and spaces! To check them out and reserve a room
Click Here
Would you like me to walk you through how to reserve a room?",Bobst Room Reserve,Libraries,Full,,FALSE,FALSE,
2/12/19 10:11PM,why are you so expensive,Freeform,Yikes! I couldn't find that. Want me to connect you with one of my humans? ✏️,Fallback,Fallback,None,AI,TRUE,TRUE,
2/12/19 10:12PM,how do i pay for an unnecessarily large amount of loans,Freeform,"Applying for and managing loans can be complex tasks. Here’s what I know:
You can read about Direct Loans
Here!
You can read about Private (Nonfederal) Alternative Loans
Here!
Or, if you would like more specific information, you can reach out to a Financial Aid counselor at the StudentLink Center.
You can visit them at either StudentLink Center Location
📍Manhattan
📍Brooklyn
🕓 Hours
or reach them by email or phone
📨 Email
📞 Call",?Loans,Finances,Full,,FALSE,TRUE,
2/12/19 10:13PM,Hello! How do I get into NYU Tisch?,Freeform,For questions about admissions:,Admissions Menu,Admissions,Full,,FALSE,FALSE,Vague question but directed to the best menu available
2/12/19 10:13PM,🐥 Graduate,Button,"Learning is meant for the real world, and NYU students benefit from an exceptional combination of scholarship and real-world application.",Graduate Admissions Welcome,Admissions,Full,,FALSE,FALSE,
2/12/19 10:13PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
2/12/19 10:13PM,When is the deadline for study away?,Freeform,[Application Deadline graphic],UA Deadlines,Admissions,None,AI,FALSE,FALSE,
2/12/19 10:13PM,🇦🇪 Abu Dhabi Info,Button,"For information regarding NYU Abu Dhabi Admissions
Click here
Or email them at nyuad.admissions@nyu.edu",NYUAD Admissions,Abu Dhabi,Full,,FALSE,FALSE,
2/12/19 10:14PM,✍️ Admissions,Button,For questions about admissions:,Admissions Menu,Admissions,Full,,FALSE,FALSE,
2/12/19 10:14PM,🌇 NYU & NYC,Button,Want to know where the best places to nap or where to get something to eat at 3AM? I've got you covered!,Explore NYU & NYC Welcome,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:14PM,💜 NYU Traditions,Button,These events will make any NYU experience truly one to remember!,NYU Traditions Welcome,NYU Traditions,Full,,FALSE,FALSE,
2/12/19 10:14PM,Show more,Button,More events!,NYU Traditions Welcome,NYU Traditions,Full,,FALSE,FALSE,
2/12/19 10:15PM,💜 NYU Traditions,Button,These events will make any NYU experience truly one to remember!,NYU Traditions Welcome,NYU Traditions,Full,,FALSE,FALSE,
2/12/19 10:15PM,🕹 Stuff to Do,Button,"I've got you covered for all your hobbies, music, film, and dining needs!",Stuff to do Menu,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:15PM,🌇 In the City,Button,Here are some great options for a night on the town!,Stuff to do City Activity,NYC,Full,,FALSE,FALSE,
2/12/19 10:15PM,💵 NYC on a Budget,Button,"For those of us on a budget (so, basically every NYU student), check out this list of activites:",NYC on a Budget,NYC,Full,,FALSE,FALSE,
2/12/19 10:16PM,snow day?,Freeform,"Are you wondering if you'll soon be playing in the snow like this panda? Here are the best places to get updates about NYU closing due to snow:
Facebook
Twitter
More Info",?Snow Day,Weather,Full,,FALSE,FALSE,
2/12/19 10:16PM,🌍 Global Network,Button,For questions about the NYU Global Network:,Global Network Menu,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:16PM,✈️ Study Away,Button,"NYU offers unparalleled opportunities to expand and enrich your education with an integrated, globally designed curriculum. With 15 global locations around the world, the sun never sets on NYU!
Where would you like to begin today?",Study Away Welcome,Study Away,Full,,FALSE,FALSE,
2/12/19 10:16PM,General Questions,Button,What question can I help you answer about study away?,SA Question Home,Study Away,Full,,FALSE,FALSE,
2/12/19 10:16PM,Application Deadline,Button,"Deadlines for Fall Semester/All Year Applicants are:
Deadlines for Spring Semester Applicants are:",SA Application Deadline,Study Away,Full,,FALSE,FALSE,
2/12/19 10:17PM,🌹 Date Ideas,Button,Dating within a college budget can be quite the challenge! Here are five ideas to bring on the romance without breaking the bank:,Date Ideas,NYC,Full,,FALSE,FALSE,
2/12/19 10:17PM,🌇 In the City,Button,Here are some great options for a night on the town!,Stuff to do City Activity,NYC,Full,,FALSE,FALSE,
2/12/19 10:17PM,Courses,Button,"All NYU study away sites offer a variety of classes across all majors and schools.
Try the Global Study Planner to find what site best fits your academic schedule
Click here!",SA Courses,Study Away,Full,,FALSE,FALSE,
2/12/19 10:17PM,Finances,Button,"Tuition and registration fees for full-time NYU students are the same during study away, as long as the student is enrolled in 12-18 credits
All undergraduates who will receive a degree from NYU in New York and have been admitted for a semester at an NYU study away site are automatically reviewed for the Global Pathways Scholarship and Global Programs Administered Awards.
Additional specialized awards are available for students depending on academic area of interest or program selection. Application requirements and deadlines vary.",SA Finances,Study Away,Full,,FALSE,FALSE,
2/12/19 10:17PM,💭 Feedback,Button,Thank you for taking the time to let me know how we're doing. I'm excited to hear your throughts! What do you want to give me feedback on?,Feedback Welcome,Feedback,Full,,FALSE,FALSE,
2/12/19 10:17PM,💜 NYU,Button,What would you like to tell me about NYU? Please answer in a single message so nothing gets lost.,Feedback NYU,Feedback,Full,,FALSE,FALSE,
2/12/19 10:17PM,🤖 BobChat,Button,How are you liking BobChat?,Feedback BobChat,Feedback,Full,,FALSE,FALSE,
2/12/19 10:17PM,What's the minimum amount of credits I need to take for summer courses?,Freeform,"To check out NYU's public course search
Click here!",?Course Search,Academics,None,No answer,FALSE,FALSE,Specific?
2/12/19 10:18PM,🏠 At Home,Button,Here are some great options for a night in!,Stuff to do Home,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:18PM,🌯 Food,Button,"Looking for the best place to get a quick snack between classes, or wanna drown in the options of food markets?",Food Menu,Food & Drink,Full,,FALSE,FALSE,
2/12/19 10:18PM,What are the libraries at but,Freeform,"From the time of its founding in 1831 until 1973, New York University housed its library collections in various campus locations. Of course none of them is known better to us today than Bobst!",Libraries Welcome,Libraries,Partial,AI,TRUE,FALSE,
2/12/19 10:18PM,Food at 3am,Freeform,"Looking for the best place to get a quick snack between classes, or wanna drown in the options of food markets?",Food Menu,Food & Drink,Partial,AI,TRUE,FALSE,
2/12/19 10:18PM,🌇 NYU & NYC,Button,Want to know where the best places to nap or where to get something to eat at 3AM? I've got you covered!,Explore NYU & NYC Welcome,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:18PM,✅ Essentials List,Button,"If you're an NYU student in New York and you haven't completed these, what are you waiting for?",NYC Traditions,NYC,Full,,FALSE,FALSE,Legacy block; closest available
2/12/19 10:19PM,How to Apply,Button,"Students can find the housing application on the NYU Global Home Housing Forms card. There are two kinds of application:
NYU BobChat
Renewable housing status: New undergraduate freshmen and returning undergraduate residents are guaranteed housing for their entire education at NYU as long as they:

1. Accept housing upon admission
2. Maintain matriculation
3. Meet all housing application and payment deadlines, and
4. Do not cancel their housing for reasons other than a school-approved medical leave or study away program
NYU BobChat
Non-renewable housing status: Returning undergraduates who miss application deadlines, graduate and visiting students, and new transfer students are offered housing based on space availability. Since on campus housing is not guaranteed, these students are strongly encouraged to seek their own accommodations.",Housing Applying,Housing,Full,,FALSE,FALSE,
2/12/19 10:19PM,💧 Drink,Button,These options are great for a quick pick me up!,Drink Menu,Food & Drink,Full,,FALSE,FALSE,
2/12/19 10:19PM,🕹 Stuff to Do,Button,"I've got you covered for all your hobbies, music, film, and dining needs!",Stuff to do Menu,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:19PM,🏙 Explore the City,Button,"NYC is a remarkable place, and you could spend a lifetime getting to know it. These tips will help you get started!",Stuff to do City,NYC,Full,,FALSE,FALSE,
2/12/19 10:19PM,Bushwick,Button,A Guide to Impressing your NYC Visitors: Bushwick,Area Bushwick,NYC,Full,,FALSE,FALSE,
2/12/19 10:19PM,🕛 24-Hour Spots,Button,"Perfect for finals season, this list contains all of the places you'll need to grab some grub after your late nights.",24 Hour Eateries,Food & Drink,Full,,FALSE,FALSE,
2/12/19 10:19PM,Libraries at nyu,Freeform,"From the time of its founding in 1831 until 1973, New York University housed its library collections in various campus locations. Of course none of them is known better to us today than Bobst!",Libraries Welcome,Libraries,Full,,FALSE,FALSE,
2/12/19 10:19PM,Floor Plan,Button,"Lower Level I
Leisure Books
Floor 3
Fales & Special Collections
Journals & Newspapers, Current Issues

Floor 4
A, B, C, D–DS, oversize A-C",Bobst Floor Plan,Libraries,Full,,FALSE,FALSE,
2/12/19 10:19PM,🕹 Stuff to Do,Button,"I've got you covered for all your hobbies, music, film, and dining needs!",Stuff to do Menu,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:19PM,🏠 At Home,Button,Here are some great options for a night in!,Stuff to do Home,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:19PM,💻 Streaming Options,Button,"Your parents finally cut you off of Netflix? 

Sounds like the beginning of a horror story, but don’t worry. NYU has a ton of streaming platforms available for (you guessed it) free!",Streaming Guide,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:19PM,🏠 At Home,Button,Here are some great options for a night in!,Stuff to do Home,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:19PM,📺 TV Shows,Button,Need something to do? We’ve curated a must-see list of TV shows by and for NYU students. Support some of our talented alumni and watch one of them today!,TV Guide,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:20PM,✅ Essentials List,Button,"If you're an NYU student in New York and you haven't completed these, what are you waiting for?",NYC Traditions,NYC,Full,,FALSE,FALSE,Legacy block; closest available
2/12/19 10:20PM,🏙 Explore the City,Button,"NYC is a remarkable place, and you could spend a lifetime getting to know it. These tips will help you get started!",Stuff to do City,NYC,Full,,FALSE,FALSE,
2/12/19 10:20PM,🕹 Stuff to Do,Button,"I've got you covered for all your hobbies, music, film, and dining needs!",Stuff to do Menu,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 10:20PM,💧 Drink,Button,These options are great for a quick pick me up!,Drink Menu,Food & Drink,Full,,FALSE,FALSE,
2/12/19 10:20PM,🍫 Hot Chocolate,Button,Need to warm up for the winter but not a big fan of coffee? Visit some of these bakeries and shops for some of the best hot chocolates you can find around NYU.,Hot Chocolate,Food & Drink,Full,,FALSE,FALSE,
2/12/19 10:20PM,🌉 Tandon Spots,Button,"Even if it's your first time, or thousandth time visiting our Brooklyn Campus, these food spots are sure to please your tastebuds!
99 Cent Fresh Pizza
www.google.com
Take me there!",Tandon Food Guide,Food & Drink,Full,,FALSE,FALSE,
2/12/19 10:20PM,Who’s Andy Hamilton,Freeform,"Andrew (Andy) Hamilton is our very own president here at NYU 💜
The best way to reach him would be his email: andrew.hamilton@nyu.edu",?Andy Hamilton,Administration,Full,,FALSE,FALSE,
